  457    31    22     1.63e-12     5.19e-12     9.00e-12     1.01e-11     8.63e-12     6.06e-12     8.95e-12     1.61e-11     1.05e-11     1.48e-11     2.83e-13     9.59e-12     1.48e-11     1.78e-11     7.17e-12     2.00e-11
  458    31    23     2.08e-12     6.88e-12     8.28e-13     1.40e-11     1.91e-11     1.70e-11     1.51e-11     1.29e-11     1.48e-11     1.42e-11     2.10e-11     1.80e-11     1.52e-11     2.58e-12     1.28e-11     1.58e-11
  459    31    24     7.99e-12     9.37e-12     1.65e-11     1.74e-11     1.71e-11     1.23e-11     1.89e-11     1.85e-11     1.62e-11     1.79e-11     3.30e-11     1.10e-11     1.67e-11     1.67e-12     7.74e-12     1.52e-11
  460    31    25     5.20e-12     1.59e-11     1.09e-11     2.35e-11     1.28e-11     1.09e-11     9.84e-13     1.20e-11     2.14e-11     2.99e-11     1.24e-11     8.00e-12     2.86e-11     9.88e-12     2.11e-11     3.23e-12
  461    31    26     1.94e-11     2.77e-11     1.74e-11     2.27e-11     1.96e-11     3.18e-11     1.66e-11     2.78e-11     1.73e-11     9.19e-12     4.24e-11     1.77e-11     3.48e-11     4.47e-11     3.81e-11     3.05e-11
  462    31    27     2.93e-11     1.79e-11     1.48e-11     3.69e-11     2.64e-11     1.04e-11     8.07e-12     2.95e-11     3.64e-11     1.94e-11     3.68e-11     3.96e-11     3.40e-11     3.84e-11     3.28e-11     3.76e-11
  463    31    28     4.77e-11     3.28e-11     3.35e-11     3.36e-11     3.03e-11     5.66e-11     4.50e-11     2.36e-11     1.69e-11     5.24e-11     4.50e-11     2.07e-11     2.56e-11     1.13e-11     7.50e-11     9.92e-11
  464    31    29     6.81e-12     4.49e-11     4.04e-11     2.31e-11     1.49e-11     4.06e-11     5.05e-11     5.06e-11     5.72e-11     7.16e-11     1.11e-11     4.27e-11     7.27e-11     8.00e-11     4.28e-11     8.46e-11
  465    31    30     1.13e-10     7.95e-11     8.72e-11     7.45e-11     5.24e-11     1.11e-10     2.69e-11     1.06e-10     9.10e-11     1.33e-10     1.42e-10     1.41e-10     8.42e-11     1.31e-10     1.25e-10     7.40e-11
!NOTES:
!Energy levels, transition frequencies and Einstein A coefficients from CDMS
